"genres";"plays";"danceability";"artist_plays_previous_month"
"Rock";12;0.381;50
"ChildrensMusic";29;0.626;1
"Rock";19;0.228;NA
"Electronic";1;0.78;NA
"Alternative,Folk";9;0.569;140
"HipHop";1;0.736;NA
"Pop,Rock";6;0.435;90
"Alternative,Electronic";10;0.55;1
"Pop,World";3;0.468;17
"Rock";554;0.358;451
"Rock";1;0.196;NA
"Folk";5;0.421;37
"HipHop";22;0.672;4
"Rock";53;0.166;NA
"Dance";125;0.788;NA
"Electronic";193;0.528;0
"Electronic";7;0.444;1624
"Rock";16;0.318;0
"Rock";1;0.0851;2
"Rock";1;0.506;15
"Electronic";119;0.582;93
"Blues,Rock";4;0.377;NA
"Comedy";20;0.536;0
"Alternative,Rock";1;0.315;1
"Alternative,Reggae";1;0.838;3
"Dance";26;0.9;NA
"AudioBooks,SpokenWord";19;0.715;584
"Alternative,Rock";11;0.479;94
"Rock";83;0.556;0
"Jazz,Pop";54;0.413;0
"Alternative,Rock";29;0.542;19
"Pop";123;0.696;1789
"Pop,Rock";13;0.446;62
"Classical";5;0.387;85
"Folk";15;0.622;0
"Inspirational,Soundtrack";1;0.156;109
"Dance";2385;0.617;333977
"Rock";123;0.332;0
"Jazz";1;0.608;NA
"Pop";15;0.531;56
"Electronic,Pop";20;0.564;0
"Country,Rock";1396;0.561;45098
"Rock";2;0.602;4
"Folk,Pop";5;0.301;138
"Alternative,Rock";10;0.13;0
"Alternative,Rock";26;0.463;NA
"Electronic";7;0.712;53
"Rock";3;0.541;NA
"Jazz";2;0.407;5
"Soundtrack";4577;0.496;NA
"Pop,Rock";5;0.209;17
"Rock";5;0.246;NA
"Vocal";573;0.406;45
"HipHop";14095;0.591;357064
"Alternative";12;0.276;0
"Inspirational";10;0.383;3
"Alternative,Rock";13;0.544;181
"Rock";2;0.531;2
"Folk,Rock";1;0.216;0
"Pop,Rock";26;0.556;16
"Alternative,Rock";48;0.348;8
"Electronic,Rock";73;0.605;0
"Electronic,World";916;0.627;0
"Pop";2;0.479;8
"Alternative,Jazz";6;0.204;59
"HipHop,RnbAndSoul";18;0.8;33
"Pop,Rock";1;0.472;NA
"Alternative,Classical";2;0.324;9
"Alternative";7;0.461;10
"Pop";55;0.672;166
"Pop";9;0.24;21
"Electronic,HipHop";12;0.815;270
"Pop";20;0.533;1436
"NewAge";1;0.513;13489
"Alternative,Pop";70;0.477;1064
"Alternative,Rock";1;0.488;8
"Alternative,Pop";3;0.667;17
"Alternative,Pop";1;0.728;NA
"Rock";2;0.434;NA
"NewAge";749;0.17;NA
"Rock";96;0.507;0
"Alternative,Rock";5;0.344;55
"Pop";53;0.599;295
"Comedy,Holiday";46;0.814;0
"Alternative";4148;0.827;NA
"Alternative";47;0.38;NA
"ChildrensMusic";1;0.637;NA
"Folk";1;0.805;138
"Country,Folk";54;0.525;0
"Rock";1;0.221;15
"Rock";2134;0.544;371
"Alternative,Pop";14;0.71;63
"Reggae";2;0.553;NA
"Pop";20;0.437;18
"HipHop";21;0.685;114
"Comedy";1;0.513;NA
"Dance";2524;0.673;0
"Electronic";1;0.64;NA
"Rock";4;0.309;34
"Rock";5;0.448;NA
"Holiday";98;0.524;36
"Electronic";1;0.382;NA
"Pop";550;0.814;47467
"Alternative";20;0.547;5607
"Rock";338;0.528;973
"Rock";102;0.427;582
"Rock";1;0.28;21
"Alternative,Rock";8;0.172;0
"Folk";2;0.671;18
"Folk,World";476;0.634;992
"Electronic";59;0.682;NA
"Rock";37;0.317;NA
"Alternative,Rock";2;0.362;5
"Inspirational,Vocal";6;0.58;82
"Rock";7;0.46;1
"Electronic";1;0.22;1
"Jazz";99;0.641;NA
"Classical,Electronic";11;0.57;799
"Jazz,Soundtrack";24;0.436;871
"Electronic,Pop";133;0.747;0
"Dance,Folk";980366;0.367;248764
"Pop,Rock";36;0.539;28
"Rock";1;0.46;NA
"Rock";2;0.431;NA
"Electronic";4;0.159;NA
"Electronic,Rock";1;0.442;2
"Country,Folk";15;0.397;7
"Classical";436;0.454;NA
"Rock";6;0.497;28
"Rock";2;0.253;NA
"NewAge";14;0.181;155
"Alternative,Pop";5;0.182;5
"Rock";53;0.397;79
"Rock";20;0.474;1557
"Alternative,Rock";41;0.186;17
"Alternative,Pop";9;0.402;13
"Electronic";22;0.571;19
"Alternative,Rock";149;0.5;436
"Pop,Rock";22;0.676;0
"Alternative,World";1;0.643;10
"AudioBooks,SpokenWord";4;0.675;716
"Rock";14;0.404;6
"Rock";43;0.569;267
"Alternative";196;0.635;459
"Country";5;0.798;0
"Vocal";311;0.275;3208
"Rock";17;0.429;20
"Jazz";2;0.58;9
"Rock";53;0.748;23
"Inspirational";1;0.353;0
"Rock";63;0.584;13
"Comedy";2;0.655;NA
"Pop";5;0.311;NA
"Rock";49;0.543;0
"World";2;0.79;NA
"Electronic,Pop";26;0.698;70
"Alternative";1;0.652;11
"Electronic";41;0.56;4
"Alternative,Folk";5;0.654;0
"Dance,Electronic";15;0.703;NA
"Alternative";237;0.362;NA
"Alternative,Rock";42;0.385;157
"Alternative";6;0.51;1
"Alternative";5;0.835;18
"Pop";84;0.504;30
"Pop,Rock";30;0.663;29
"HipHop";7;0.955;6
"HipHop";388;0.661;NA
"Alternative";58;0.271;4
"Electronic";312;0.518;59
"HipHop";3;0.434;9
"Dance";22;0.6;0
"Electronic";18;0.682;NA
"Pop,Rock";63;0.633;0
"Alternative,Rock";2;0.331;1
"Electronic";11880;0.804;NA
"NewAge";49;0.365;0
"Electronic,RnbAndSoul";10;0.907;38
"Rock";2;0.396;NA
"Rock";19;0.7;37
"Country,Inspirational";3;0.483;25
"Rock";1;0.363;NA
"NewAge";27;0.206;NA
"Pop,Rock";9;0.293;20
"Electronic";62;0.599;0
"Rock";53;0.481;150
"Electronic";21;0.474;0
"Country,Rock";1;0.305;NA
"HipHop";20223;0.77;6778
"Alternative,Pop";1;0.447;37
"Blues";17;0.429;83
"Alternative";29;0.796;NA
"Holiday";5;0.441;0
"Alternative,Rock";308;0.316;224
"Country";62;0.227;2582
"Country";1;0.775;9
"Inspirational,Jazz";37;0.288;148
"Dance,Electronic";4;0.595;45
"Rock";92;0.165;1505
"Electronic";150232;0.524;789713
"Folk,Rock";24;0.387;107
"Alternative";10;0.354;391
"Classical";1;0.434;0
"HipHop";1;0.646;0
"NewAge";45;0.395;85869
"Alternative";289;0.32;24
"Pop,Rock";12;0.866;60
"Dance,Electronic";4;0.7;64
"HipHop";1;0.824;1
"Alternative";2;0.564;NA
"Electronic";400;0.284;61
"HipHop";3;0.776;NA
"Folk";1;0.368;NA
"Alternative";10;0.304;NA
"Electronic";8978;0.766;NA
"Comedy";5449;0.616;NA
"Alternative,Electronic";3;0.544;10
"Rock";6;0.421;20
"Rock";15;0.374;NA
"Electronic";1;0.759;NA
"HipHop,World";74;0.381;0
"SpokenWord";70;0.607;7564
"Pop,Rock";3;0.525;12
"Alternative,Jazz";22;0.392;23
"Alternative,Rock";3;0.567;32
"Pop";63;0.717;NA
"Alternative,Rock";21;0.394;8
"HipHop";41;0.583;26
"AudioBooks,SpokenWord";56;0.72;6352
"HipHop,Rock";206;0.622;0
"Folk";1011;0.443;190
"HipHop";1;0.812;3
"Pop";263;0.757;0
"Rock";2;0.239;NA
"Rock";11;0.178;2
"Alternative,Electronic";8;0.593;2
"Jazz";6;0.401;0
"Country,Dance";274;0.584;0
"Rock";2838;0.411;0
"Rock";6;0.479;19
"Reggae";5;0.756;37
"HipHop";275;0.887;5011
"Dance,Electronic";31;0.691;30
"Folk";3;0.864;124
"Alternative,Electronic";5;0.508;NA
"Dance";2;0.702;3
"Folk,World";417;0.459;1604
"Rock";30;0.39;34
"Alternative";9;0.479;0
"Rock";1905;0.462;695
"Alternative,Rock";69;0.514;506
"Rock";6;0.531;50
"Rock";2;0.595;23
"Rock";1;0.611;108
"Alternative,Electronic";7;0.798;NA
"Electronic";8;0.777;6
"HipHop";34;0.586;408
"Rock";9;0.527;352
"Rock";3;0.523;2
"Pop,Rock";2;0.497;NA
"Electronic";2;0.451;47
"Electronic";69;0.564;358
"HipHop";2;0.617;1
"Alternative,Rock";31;0.503;7
"Comedy";104;0.683;30774
"Pop,Rock";29;0.436;28
"Alternative,Folk";39;0.312;49
"Alternative,HipHop";49;0.437;0
"Pop";17;0.413;23
"Rock";64;0.447;151
"Rock";2;0.435;NA
"Rock";12;0.196;28
"Alternative";288;0.443;256
"Alternative";132;0.455;162
"Pop,Rock";113;0.431;0
"Alternative,Rock";12;0.505;124
"Rock";2;0.414;NA
"Rock";123;0.41;4841
"Folk";1;0.521;3
"Pop,Rock";96;0.396;0
"Alternative,Pop";69;0.717;175
"Rock";10;0.511;NA
"Inspirational,NewAge";879;0.359;23961
"HipHop";6;0.868;NA
"Electronic,Pop";13;0.624;NA
"Electronic";11;0.225;5
"Pop,Rock";2;0.424;NA
"NewAge";69;0.371;251
"NewAge";1604;0.145;NA
"Dance";1;0.809;0
"Alternative";8;0.302;6
"Vocal";8;0.819;NA
"SpokenWord";16;0.604;6425
"Rock";1;0.318;NA
"Alternative";35;0.508;NA
"Alternative";837;0.554;1304
"HipHop";400;0.563;773
"Pop";4;0.663;326
"Alternative,Folk";2;0.407;12
"Electronic";60;0.799;NA
"Blues,Rock";1;0.49;55
"HipHop";2670;0.736;420171
"Latin";83;0.659;13
"Electronic";312;0.421;2838
"World";354;0.392;0
"Jazz";2;0.566;1
"HipHop";2;0.601;23
"Rock";3;0.317;52
"Rock";69;0.471;NA
"Pop";25;0.73;26
"Electronic";23;0.53;NA
"Country,Rock";107;0.601;155
"Rock,Reggae";27;0.66;28
"Alternative";4;0.583;1
"Pop";359;0.623;890
"Alternative,Country";29;0.572;0
"Alternative";2;0.531;10
"Alternative,Holiday";49;0.436;11
"Dance";669;0.855;NA
"Alternative";6;0.383;NA
"Dance,HipHop";29;0.504;605
"Rock";11;0.521;34
"Pop,Rock";50;0.686;0
"Folk,Rock";1;0.426;8
"Rock";3;0.567;7
"Rock";65;0.655;44
"Pop";2;0.494;NA
"Pop";17;0.499;54
"Pop";41;0.509;0
"Alternative,Rock";7;0.212;1
"Rock";49;0.298;NA
"Inspirational";3;0.293;NA
"Rock";23;0.27;NA
"Rock";2;0.197;16
"Rock";45;0.449;45
"Rock";916;0.417;447
"NewAge";87;0.149;NA
"Rock";183;0.418;0
"Alternative,Rock";2;0.541;424
"Rock";2;0.401;2
"Rock";3;0.403;60
"HipHop";209;0.685;NA
"World";47;0.313;0
"Reggae";1308;0.496;0
"Electronic";1;0.542;8
"Rock";23;0.502;NA
"Alternative,Pop";3;0.692;2
"HipHop";5230;0.889;81852
"Rock";1;0.654;0
"HipHop";1;0.722;7
"Pop,Soundtrack";11;0.344;15
"Alternative";1;0.26;3
"Pop,Rock";1;0.46;NA
"HipHop";10;0.428;NA
"Soundtrack";4;0.564;207
"Alternative";165;0.444;189
"ChildrensMusic";293;0.864;2288
"Folk,Rock";99;0.635;156
"SpokenWord";26;0.694;6976
"HipHop,RnbAndSoul";7;0.67;31
"Alternative";11;0.52;NA
"Folk,World";1;0.393;6
"Electronic";30;0.228;NA
"Rock";5;0.209;1
"Electronic";125;0.648;519
"Dance,Electronic";39;0.372;2598
"Alternative,Rock";3;0.537;118
"Jazz,Rock";14;0.361;0
"HipHop";1;0.755;NA
"Alternative";239;0.497;0
"Jazz";6;0.583;NA
"Alternative,Rock";4;0.262;5
"Rock";1;0.222;NA
"Rock";1;0.497;8
"Rock";67;0.537;0
"Classical,Folk";1397;0.269;0
"Electronic,Rock";29;0.452;0
"Rock";1;0.427;4
"Alternative,Pop";9;0.507;8
"Alternative";1;0.507;81
"Rock";1;0.388;NA
"Alternative";16;0.271;912
"Rock";1;0.507;NA
"Rock";1;0.653;NA
"HipHop";1;0.633;19
"Alternative,Rock";2;0.333;5
"Reggae";1;0.858;NA
"Jazz";2;0.426;1
"Pop";210;0.493;NA
"Alternative,Rock";171;0.298;89
"Electronic";10579;0.692;35
"Alternative,Rock";30;0.558;0
"HipHop";362;0.853;1
"Rock";1;0.403;23
"SpokenWord";4;0.723;25
"Alternative,Pop";188;0.773;NA
"Folk,Rock";18;0.556;88
"Alternative,Rock";4;0.266;34
"Alternative,HipHop";3;0.81;110
"Pop";1;0.385;249
"Country";7142;0.593;38662
"Alternative,Rock";8;0.631;16
"HipHop";11;0.598;94
"Dance";113;0.581;NA
"Reggae";5;0.812;NA
"HipHop";7;0.619;28
"Dance,Electronic";1731;0.681;0
"Dance,Electronic";17;0.614;0
"Pop";265;0.62;NA
"Alternative,Electronic";15;0.462;219
"HipHop";32;0.655;1443
"Electronic";9;0.441;NA
"Pop";62;0.67;1197
"Folk";2;0.227;NA
"Pop";46;0.64;0
"Folk";1;0.7;NA
"Rock";507;0.489;459
"Alternative";42;0.655;148
"HipHop";5;0.671;NA
"Electronic";29;0.637;168
"Alternative,Rock";3;0.496;17
"Alternative,Rock";1;0.406;NA
"Alternative,Rock";16;0.38;NA
"Rock,Soundtrack";11;0.665;19
"Alternative";8;0.629;24
"Alternative,Folk";3341;0.605;28125
"Classical,Electronic";29;0.0766;0
"Pop,Rock";9;0.505;2
"HipHop";3;0.838;NA
"Rock";246;0.525;0
"Alternative,Rock";5;0.223;11
"HipHop";7;0.746;NA
"HipHop";814;0.846;50894
"Folk,Rock";1;0.456;NA
"Comedy";171;0.444;1
"Rock";51;0.516;NA
"Electronic";1;0.658;0
"Rock";321;0.314;118
"Pop";67;0.312;93
"Rock";50;0.451;28
"Electronic,Rock";1;0.168;1
"NewAge";60;0.395;72432
"Pop";28;0.519;NA
"Rock";4;0.145;8
"SpokenWord";18;0.683;8098
"SpokenWord";6;0.612;NA
"HipHop,Reggae";154;0.688;0
"Rock";541;0.289;1427
"Alternative,Pop";2;0.546;NA
"Rock";1;0.275;14
"Alternative";20;0.457;365
"HipHop";128;0.738;5
"Electronic";130;0.636;42
"Alternative";36;0.701;NA
"Electronic";1;0.197;2
"Reggae";224;0.809;1363
"Soundtrack";15;0.582;NA
"Folk";126;0.399;NA
"Dance,Electronic";1;0.387;43
"Blues,Country";55;0.568;673
"Rock";74;0.605;49347
"Rock";32836;0.639;21293
"Alternative,Electronic";182;0.634;4
"Dance,Pop";27;0.713;55
"Rock";55;0.44;136
"Electronic";1;0.161;20
"Electronic,Pop";14;0.746;255
"Alternative";468;0.442;85
"Rock";43;0.493;18
"Alternative";12;0.301;0
"HipHop";293;0.91;939
"Country,Jazz";4;0.353;5
"Electronic";1;0.625;1
"Rock";72;0.215;NA
"Electronic";20658;0.384;35
"Rock";2;0.546;NA
"Classical,NewAge";6;0.569;16
"Inspirational,Soundtrack";16;0.374;0
"Rock";4;0.546;NA
"Comedy,SpokenWord";39;0.682;8115
"Folk";5;0.409;0
"Dance,Electronic";4;0.552;NA
"HipHop";164;0.627;NA
"Dance";4;0.608;9
"Pop,Rock";5;0.611;0
"Pop";1;0.415;NA
"AudioBooks";1;0.661;8
"Alternative";13;0.671;18
"Rock";246;0.384;NA
"Rock";3;0.316;NA
"Electronic";84;0.749;0
"Pop";42;0.246;0
"ChildrensMusic,Soundtrack";16;0.416;193
"Country,Pop";24;0.807;1476
"Rock";51;0.493;922
"HipHop";274;0.736;NA
"Electronic";15;0.578;NA
"NewAge";1177;0.168;3241
"World";7;0.468;41
"Dance,Electronic";2;0.697;36
"HipHop";162;0.738;19
"Holiday,Pop";134;0.681;0
"Country,Pop";8;0.578;91
"Country,Pop";8;0.498;16
"Alternative";2;0.364;NA
"Rock";43;0.302;NA
"Pop";34;0.579;0
"Rock";230;0.435;NA
"Electronic";5461;0.687;11288
"Pop";5;0.605;NA
"Dance,Electronic";25;0.723;0
"Alternative";7;0.399;138
"Electronic,Soundtrack";96117;0.717;679445
"HipHop";286;0.769;3202
"Rock";48;0.595;2
"Folk,Jazz";78;0.439;207
"Alternative";3;0.77;20
"Electronic";28;0.707;892
"Rock";90;0.608;0
"Classical,Electronic";3;0.382;1
"Rock";345;0.354;101
"AudioBooks";1;0.619;NA
"Alternative";1;0.55;17
"Country";152;0.555;577
"Blues";4;0.594;12
"Alternative";1;0.563;NA
"Rock";5;0.387;26
"NewAge";58;0.122;9732
"Folk,World";36;0.249;0
"HipHop";6;0.402;16
"Country";14;0.374;33
"Rock";34;0.204;NA
"Rock";2;0.183;NA
"Electronic";49;0.505;497
"Electronic";2;0.775;13
"Rock";6;0.554;7
"Comedy";1;0.708;1461
"ChildrensMusic";10;0.565;NA
"Rock";5;0.511;1
"World";3;0.508;33
"Electronic,Pop";51;0.411;21657
"Alternative";37394;0.933;NA
"Pop,Rock";42;0.267;153
"Latin";64;0.776;NA
"Classical";52;0.263;NA
"SpokenWord";22;0.694;7448
"RnbAndSoul";34;0.717;NA
"Latin,World";4;0.834;1
"HipHop";2;0.794;56
"Electronic";19121;0.698;NA
"Electronic,NewAge";19;0.3;1702
"ChildrensMusic";8;0.71;83
"World";19;0.738;10
"Blues,HipHop";46;0.686;6
"Blues";1;0.534;1
"Blues,Pop";3;0.447;8
"SpokenWord";81;0.704;7584
"Electronic";27;0.632;166
"Alternative";3023;0.812;2157
"Alternative";2;0.558;NA
"Dance,Electronic";11;0.906;15
"NewAge";35;0.0808;11240
"Classical,Pop";1;0.324;6
"Pop,Rock";12;0.222;76
"Rock";20;0.366;0
"SpokenWord";6;0.723;9539
"Electronic";310;0.584;928
"Pop";4;0.651;35
"Rock";36;0.38;NA
"Alternative";1;0.508;10
"Electronic";4;0.533;506
"Dance,World";3;0.636;5
"HipHop";5198;0.709;74634
"HipHop";131;0.483;24
"Folk";81;0.358;262
"HipHop";95;0.64;NA
"Alternative,Rock";39;0.469;0
"Rock";5;0.249;3
"Pop";23;0.731;208
"Pop";357;0.853;NA
"Rock";149;0.432;512
"Rock";474;0.439;NA
"Rock";49;0.242;64
"Classical";31;0.425;NA
"HipHop,Pop";23;0.795;NA
"Soundtrack";5156;0.553;506032
"Alternative,Jazz";197;0.414;523
"Inspirational,NewAge";24;0.707;0
"Alternative";54;0.244;1009
"RnbAndSoul";15;0.495;6
"Pop,Rock";26;0.522;122
"Electronic";19;0.762;NA
"Dance,Pop";6459;0.589;248764
"Jazz";4;0.454;11
"Alternative,Pop";13;0.331;5
"Alternative,Pop";9;0.367;50
"Pop";61;0.419;0
"Pop";1;0.387;5
"Pop";231;0.306;978
"Pop";332;0.79;NA
"HipHop";4;0.58;NA
"Holiday,Inspirational";3;0.503;25
"Electronic";30;0.579;10
"Rock";1;0.177;222
"Alternative";188;0.338;NA
"SpokenWord";31;0.618;6007
"Soundtrack";1;0.249;197
"Rock";3998;0.434;12412
"Country,Folk";1;0.562;59
"World";3;0.519;NA
"Rock";72;0.27;NA
"Rock";9;0.077;45
"Rock";19;0.415;1
"Rock";5;0.195;NA
"Soundtrack";50;0.146;795
"Vocal";169;0.229;1493
"HipHop";10507;0.724;NA
"Soundtrack";2;0.731;2268
"Alternative";382;0.24;NA
"Electronic";1;0.435;9
"Pop";21;0.746;369
"NewAge";1674;0.334;0
"Pop";6;0.64;269
"Jazz";1;0.387;3
"Inspirational,World";22;0.625;53
"Rock";52;0.481;NA
"Rock";38;0.337;NA
"Pop";63;0.732;28917
"Reggae";207;0.753;1484
"Pop,Rock";69;0.663;202
"World";260;0.506;2131
"ChildrensMusic";11257;0.683;40152
"Alternative,Folk";1;0.286;1
"Pop,Rock";27;0.519;0
"Electronic";1669;0.699;NA
"Pop,Vocal";242;0.204;203
"Rock";38;0.177;63
"Alternative";1;0.572;7
"Pop";1;0.857;7
"Soundtrack";65;0.436;NA
"Holiday,Rock";30;0.512;1
"Inspirational,NewAge";30;0.241;NA
"Electronic";4;0.524;70
"Jazz,Vocal";4;0.897;4
"Electronic,NewAge";502;0.108;367314
"Rock";23;0.555;0
"Rock";92;0.447;0
"Rock";2116;0.209;3753
"HipHop";4;0.764;17
"Electronic";57;0.679;230
"Jazz,NewAge";4;0.659;1
"Soundtrack";1;0.439;1163
"HipHop,Pop";8;0.659;192
"Alternative,Rock";34;0.278;80
"Electronic,Pop";31;0.633;0
"HipHop";482;0.318;4
"Rock";19;0.426;NA
"Pop";11;0.448;80
"Dance,Electronic";43;0.628;7
"Electronic";54;0.628;101
"Pop,Vocal";36;0.472;256
"Reggae";1;0.641;NA
"Electronic";3;0.436;9
"Pop";36;0.358;1
"Rock";7;0.378;0
"Dance,Electronic";54;0.569;1413
"World";10;0.542;10
"Rock";11;0.213;NA
"Inspirational,NewAge";10;0.688;5375
"Blues,Pop";13;0.476;15
"Rock,World";1;0.578;32
"Electronic,Pop";1;0.276;NA
"Pop,Rock";4;0.29;3
"HipHop";1;0.914;2
"Alternative,Electronic";69;0.74;0
"Pop,Rock";251;0.587;613
"Alternative,Rock";1;0.374;NA
"Pop,Rock";68;0.575;1012
"Alternative,Rock";66;0.451;125
"NewAge";36;0.155;38
"Rock";3;0.382;NA
"Pop,Rock";6;0.445;NA
"NewAge";12;0.111;11736
"Alternative";128;0.447;451
"Alternative,Rock";40;0.448;19
"Pop,Rock";96;0.563;1008
"Alternative,Rock";45;0.472;0
"Alternative,Electronic";83;0.441;0
"Rock";78;0.219;0
"Classical,Electronic";1;0.337;4
"Rock";1;0.228;15
"Dance,Electronic";35159;0.507;0
"HipHop";289;0.803;2399
"HipHop,Reggae";3;0.6;13
"Alternative";344;0.438;NA
"Electronic,Pop";52;0.579;0
"Folk";73;0.512;NA
"HipHop";1;0.524;NA
"Electronic";3;0.646;17
"Rock";18541;0.787;6641
"Pop";718;0.62;20
"Electronic,Pop";36;0.618;179
"Rock";140;0.463;NA
"Rock";46;0.196;615
"Rock";73;0.547;NA
"Alternative,Rock";74;0.24;0
"Rock";89;0.372;169
"Alternative";7;0.813;NA
"Electronic";4;0.394;NA
"ChildrensMusic";1217;0.759;58991
"Classical,SpokenWord";220;0.753;121
"Comedy";495;0.484;3
"Alternative";20;0.65;1
"Dance";141;0.558;4726
"Electronic";1;0.553;89
"Country,Rock";207;0.75;0
"Alternative";9635;0.83;NA
"Rock";15;0.262;72
"Pop";189;0.689;0
"Alternative";1;0.433;4
"Rock";860;0.671;20432
"Dance,Pop";104;0.616;423
"Dance";58;0.7;61
"AudioBooks,SpokenWord";11;0.727;11651
"Rock";7;0.315;29
"SpokenWord,World";3;0.594;38
"Alternative";1237;0.521;949
"Pop,Reggae";9;0.847;9
"Alternative,Rock";136;0.316;538
"Alternative,Rock";9;0.676;86
"Pop";462;0.734;1021
"Rock";44;0.546;192
"AudioBooks,SpokenWord";98;0.649;6539
"Blues,Rock";7;0.224;3
"Alternative,Rock";6;0.397;11716
"Alternative,Electronic";1;0.649;2
"Electronic";38;0.648;NA
"Rock";12853;0.262;710312
"Alternative,Rock";3;0.384;47
"Blues,Folk";35;0.683;0
"SpokenWord";20;0.711;8615
"Alternative";128;0.571;447
"HipHop";10;0.495;47
"Rock";87;0.397;NA
"Rock";51;0.491;NA
"Comedy";1;0.721;2419
"Rock";161;0.462;217
"Alternative,Jazz";18;0.589;0
"HipHop";6;0.325;2
"Pop";99;0.77;NA
"Classical";22;0.445;49
"Rock";213;0.5;NA
"Dance,Electronic";71;0.693;614
"Alternative";709;0.519;1532
"Pop";4;0.712;1708
"Rock";111;0.195;134
"AudioBooks,SpokenWord";12;0.637;11878
"HipHop";19651;0.557;20305
"HipHop";42;0.629;NA
"Dance,Inspirational";5;0.646;75
"Latin";11;0.819;NA
"Alternative,Rock";16;0.509;23
"Classical";4;0.871;NA
"Rock";3;0.179;NA
"Pop";1;0.45;0
"HipHop";1;0.877;16
"Country,Folk";73;0.534;0
"HipHop,RnbAndSoul";8;0.332;1
"Latin";13;0.714;62
"Pop";14;0.517;7
"Electronic";1;0.666;NA
"Alternative,Electronic";167;0.192;0
"Rock";681;0.508;945
"Electronic";100608;0.517;126717
"Folk,Pop";31;0.652;237
"Alternative,Rock";12;0.373;0
"Electronic";8;0.66;NA
"Rock";1;0.377;0
"Jazz,World";1;0.664;30
"HipHop,Pop";1;0.545;3
"Rock";1;0.64;14
"Alternative";1;0.263;12
"Pop";15;0.481;NA
"Alternative";1;0.357;2
"HipHop";4;0.824;NA
"Soundtrack";1;0.695;NA
"Electronic,Inspirational";5;0.551;14
"Alternative,Rock";5;0.308;3
"Country";5261;0.629;13572
"Rock";1232;0.439;6615
"HipHop";4;0.615;8
"NewAge";1372;0.446;73581
"Comedy";339;0.61;20754
"Electronic";174;0.733;2325
"Alternative,Rock";7;0.338;50
"HipHop";127;0.581;27
"Pop";71;0.667;NA
"Alternative";12;0.593;14
"Rock";193;0.479;0
"Pop";7900;0.342;766970
"HipHop";15;0.494;95
"Alternative";28423;0.654;3
"Alternative";338;0.313;NA
"NewAge";1925;0.139;NA
"Folk";4;0.259;NA
"Pop";11;0.405;44
"Soundtrack";3365;0.752;NA
"Alternative,Rock";6;0.484;2
"Alternative";3;0.526;NA
"Electronic,Soundtrack";91768;0.321;679445
"Electronic";16;0.563;75
"Alternative,Rock";173;0.604;0
"Alternative";6;0.151;12
"Rock";1858;0.463;0
"Pop";1;0.689;34
"Alternative,Reggae";156;0.544;433
"Electronic";39;0.852;NA
"Alternative,Jazz";28;0.621;0
"Rock";1847;0.241;17649
"HipHop";656;0.54;185
"Electronic";3;0.489;98
"HipHop";18;0.757;NA
"Pop,Rock";91;0.416;404
"HipHop";13;0.752;39
"Pop";267;0.536;252
"Alternative,Rock";89;0.336;359
"Rock";3547;0.537;98
"Alternative";2;0.746;NA
"Pop";1;0.538;NA
"Rock";51;0.36;294
"Electronic";1;0.0954;2
"Inspirational,NewAge";96;0.0899;0
"Country,Rock";2474;0.722;41468
"Alternative";17;0.426;101
"Alternative,Rock";14;0.172;60
"Alternative";2;0.43;14
"Reggae";29;0.712;NA
"Rock";1;0.527;6
"Rock";6;0.35;10
"Electronic";4;0.654;77
"Alternative";6;0.417;21
"Rock";379;0.561;629
"Electronic,Rock";8;0.586;50
"Electronic";158550;0.583;333446
"Alternative,World";4;0.316;129
"Classical";3;0.484;29
"Pop,RnbAndSoul";48;0.762;24
"Alternative,Rock";12;0.514;55
"Pop,Rock";22;0.526;125
"Rock";18;0.416;125
"Blues,Rock";701;0.478;299
"Rock";6;0.701;7
"Electronic";18;0.51;NA
"HipHop";132;0.669;842
"Rock";7;0.402;0
"Alternative";1;0.588;1
"Alternative,Rock";9;0.468;6
"Comedy";2;0.581;9
"World";25;0.365;34
"Alternative";7;0.503;74
"Dance,Electronic";21;0.604;936
"Dance,Electronic";40;0.513;1348
"Alternative,HipHop";338;0.437;0
"Rock";1;0.331;NA
"Latin";17;0.802;NA
"HipHop";20;0.839;NA
"Comedy,Country";52;0.738;1660
"Electronic";182456;0.606;876295
"Rock";63;0.436;NA
"Folk";212;0.54;280
"World";16;0.714;240
"Folk";2905;0.534;109805
"Alternative";8;0.589;210
"NewAge,SpokenWord";293;0.63;978
"HipHop";1;0.54;3
"Rock";2;0.457;18
"Alternative,Pop";1;0.49;NA
"Alternative,Rock";24;0.487;37
"Country,Pop";2;0.656;2
"Rock";30;0.434;NA
"Pop";232;0.313;0
"Pop,Rock";6;0.573;0
"Classical";20;0.331;651
"Electronic";1251;0.509;0
"Electronic";3;0.286;2
"Alternative,Electronic";10;0.258;7
"Rock";60;0.801;21
"Rock";2;0.292;20
"Rock";306;0.261;957
"HipHop";102;0.518;NA
"HipHop";1;0.475;4
"HipHop";1;0.702;NA
"Rock";1;0.311;NA
"HipHop,Pop";780;0.575;0
"Alternative";14;0.542;NA
"Pop";33;0.644;29
"HipHop";15;0.865;NA
"Latin";91;0.544;13
"ChildrensMusic";94;0.431;0
"Rock";249;0.336;362
"Rock";278;0.233;306
"Folk,World";2;0.417;250
"Pop";53;0.638;NA
"Rock";6;0.647;25
